run,experiment,maxfreq,snr,created_at,run_hash,completion,completion_marker,new_schema,wav_metrics_present,fold_prediction_files,run_manifest
20260902_selected_log_architecture,2025.06.18_0.3_3,maxfreq=3kHz,-20,2026-09-02T18:45:26,8aa701,legacy_chunk_metrics_only,False,False,False,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260902_selected_log_architecture/heatflux_reference_SNR=-20/maxfreq=3kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260902_selected_log_architecture,2025.06.18_0.3_3,maxfreq=5kHz,-20,2026-09-02T20:57:32,8aa701,legacy_chunk_metrics_only,False,False,False,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260902_selected_log_architecture/heatflux_reference_SNR=-20/maxfreq=5kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260902_selected_log_architecture,2025.06.18_0.3_3,maxfreq=10kHz,-4,2026-09-02T21:54:15,8aa701,legacy_chunk_metrics_only,False,False,False,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260902_selected_log_architecture/heatflux_reference_SNR=-4/maxfreq=10kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260902_selected_log_architecture,2025.06.18_0.3_3,maxfreq=15kHz,-4,2026-09-03T00:07:07,8aa701,legacy_chunk_metrics_only,False,False,False,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260902_selected_log_architecture/heatflux_reference_SNR=-4/maxfreq=15kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260902_selected_log_architecture,2025.06.18_0.3_3,maxfreq=22kHz,-4,2026-09-03T02:20:06,8aa701,legacy_chunk_metrics_only,False,False,False,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260902_selected_log_architecture/heatflux_reference_SNR=-4/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260902_selected_log_architecture,2025.06.18_0.3_3,maxfreq=3kHz,-4,2026-09-02T17:30:17,8aa701,legacy_chunk_metrics_only,False,False,False,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260902_selected_log_architecture/heatflux_reference_SNR=-4/maxfreq=3kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260902_selected_log_architecture,2025.06.18_0.3_3,maxfreq=5kHz,-4,2026-09-02T19:42:03,8aa701,legacy_chunk_metrics_only,False,False,False,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260902_selected_log_architecture/heatflux_reference_SNR=-4/maxfreq=5kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260902_selected_log_architecture,2025.06.18_0.3_3,maxfreq=10kHz,-8,2026-09-02T22:13:14,8aa701,legacy_chunk_metrics_only,False,False,False,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260902_selected_log_architecture/heatflux_reference_SNR=-8/maxfreq=10kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260902_selected_log_architecture,2025.06.18_0.3_3,maxfreq=15kHz,-8,2026-09-03T00:26:06,8aa701,legacy_chunk_metrics_only,False,False,False,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260902_selected_log_architecture/heatflux_reference_SNR=-8/maxfreq=15kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260902_selected_log_architecture,2025.06.18_0.3_3,maxfreq=22kHz,-8,2026-09-03T02:39:08,8aa701,legacy_chunk_metrics_only,False,False,False,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260902_selected_log_architecture/heatflux_reference_SNR=-8/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260902_selected_log_architecture,2025.06.18_0.3_3,maxfreq=3kHz,-8,2026-09-02T17:49:01,8aa701,legacy_chunk_metrics_only,False,False,False,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260902_selected_log_architecture/heatflux_reference_SNR=-8/maxfreq=3kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260902_selected_log_architecture,2025.06.18_0.3_3,maxfreq=5kHz,-8,2026-09-02T20:00:52,8aa701,legacy_chunk_metrics_only,False,False,False,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260902_selected_log_architecture/heatflux_reference_SNR=-8/maxfreq=5kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260902_selected_log_architecture,2025.06.18_0.3_3,maxfreq=10kHz,0,2026-09-02T21:35:19,8aa701,legacy_chunk_metrics_only,False,False,False,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260902_selected_log_architecture/heatflux_reference_SNR=0/maxfreq=10kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260902_selected_log_architecture,2025.06.18_0.3_3,maxfreq=15kHz,0,2026-09-02T23:48:06,8aa701,legacy_chunk_metrics_only,False,False,False,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260902_selected_log_architecture/heatflux_reference_SNR=0/maxfreq=15kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260902_selected_log_architecture,2025.06.18_0.3_3,maxfreq=22kHz,0,2026-09-03T02:01:05,8aa701,legacy_chunk_metrics_only,False,False,False,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260902_selected_log_architecture/heatflux_reference_SNR=0/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260902_selected_log_architecture,2025.06.18_0.3_3,maxfreq=3kHz,0,2026-09-02T17:11:32,8aa701,legacy_chunk_metrics_only,False,False,False,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260902_selected_log_architecture/heatflux_reference_SNR=0/maxfreq=3kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260902_selected_log_architecture,2025.06.18_0.3_3,maxfreq=5kHz,0,2026-09-02T19:23:10,8aa701,legacy_chunk_metrics_only,False,False,False,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260902_selected_log_architecture/heatflux_reference_SNR=0/maxfreq=5kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260903_selected_log_architecture,2025.06.18_0.3_3,maxfreq=10kHz,no_noise,2026-09-04T00:22:37,b7a267,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_no_noise/maxfreq=10kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260903_selected_log_architecture,2025.06.18_0.3_3,maxfreq=15kHz,no_noise,2026-09-04T02:11:34,b7a267,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_no_noise/maxfreq=15kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260903_selected_log_architecture,2025.06.18_0.3_3,maxfreq=22kHz,no_noise,2026-09-04T04:02:05,b7a267,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260903_selected_log_architecture,2025.06.18_0.3_3,maxfreq=3kHz,no_noise,2026-09-03T20:50:54,b7a267,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_no_noise/maxfreq=3kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260903_selected_log_architecture,2025.06.18_0.3_3,maxfreq=5kHz,no_noise,2026-09-03T22:35:40,b7a267,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_no_noise/maxfreq=5kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260903_selected_log_architecture,2025.06.18_0.3_3,maxfreq=10kHz,-12,2026-09-04T01:24:44,b7a267,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-12/maxfreq=10kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260903_selected_log_architecture,2025.06.18_0.3_3,maxfreq=15kHz,-12,2026-09-04T03:14:30,b7a267,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-12/maxfreq=15kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260903_selected_log_architecture,2025.06.18_0.3_3,maxfreq=22kHz,-12,2026-09-04T05:06:13,b7a267,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-12/maxfreq=22kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260903_selected_log_architecture,2025.06.18_0.3_3,maxfreq=3kHz,-12,2026-09-03T21:50:36,b7a267,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-12/maxfreq=3kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260903_selected_log_architecture,2025.06.18_0.3_3,maxfreq=5kHz,-12,2026-09-03T23:36:40,b7a267,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-12/maxfreq=5kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260903_selected_log_architecture,2025.06.18_0.3_3,maxfreq=10kHz,-16,2026-09-04T01:40:31,b7a267,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-16/maxfreq=10kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260903_selected_log_architecture,2025.06.18_0.3_3,maxfreq=15kHz,-16,2026-09-04T03:30:21,b7a267,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-16/maxfreq=15kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260903_selected_log_architecture,2025.06.18_0.3_3,maxfreq=22kHz,-16,2026-09-04T05:21:59,b7a267,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-16/maxfreq=22kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260903_selected_log_architecture,2025.06.18_0.3_3,maxfreq=3kHz,-16,2026-09-03T22:05:32,b7a267,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-16/maxfreq=3kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260903_selected_log_architecture,2025.06.18_0.3_3,maxfreq=5kHz,-16,2026-09-03T23:51:47,b7a267,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-16/maxfreq=5kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260903_selected_log_architecture,2025.06.18_0.3_3,maxfreq=10kHz,-20,2026-09-04T01:56:10,b7a267,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-20/maxfreq=10kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260903_selected_log_architecture,2025.06.18_0.3_3,maxfreq=15kHz,-20,2026-09-04T03:45:58,b7a267,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-20/maxfreq=15kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260903_selected_log_architecture,2025.06.18_0.3_3,maxfreq=22kHz,-20,2026-09-04T05:37:37,b7a267,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-20/maxfreq=22kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260903_selected_log_architecture,2025.06.18_0.3_3,maxfreq=3kHz,-20,2026-09-03T22:20:35,b7a267,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-20/maxfreq=3kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260903_selected_log_architecture,2025.06.18_0.3_3,maxfreq=5kHz,-20,2026-09-04T00:06:59,b7a267,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-20/maxfreq=5kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260903_selected_log_architecture,2025.06.18_0.3_3,maxfreq=10kHz,-4,2026-09-04T00:53:48,b7a267,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-4/maxfreq=10kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260903_selected_log_architecture,2025.06.18_0.3_3,maxfreq=15kHz,-4,2026-09-04T02:42:58,b7a267,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-4/maxfreq=15kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260903_selected_log_architecture,2025.06.18_0.3_3,maxfreq=22kHz,-4,2026-09-04T04:34:07,b7a267,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-4/maxfreq=22kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260903_selected_log_architecture,2025.06.18_0.3_3,maxfreq=3kHz,-4,2026-09-03T21:20:47,b7a267,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-4/maxfreq=3kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260903_selected_log_architecture,2025.06.18_0.3_3,maxfreq=5kHz,-4,2026-09-03T23:06:05,b7a267,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-4/maxfreq=5kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260903_selected_log_architecture,2025.06.18_0.3_3,maxfreq=10kHz,-8,2026-09-04T01:09:17,b7a267,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-8/maxfreq=10kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260903_selected_log_architecture,2025.06.18_0.3_3,maxfreq=15kHz,-8,2026-09-04T02:58:50,b7a267,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-8/maxfreq=15kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260903_selected_log_architecture,2025.06.18_0.3_3,maxfreq=22kHz,-8,2026-09-04T04:50:06,b7a267,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-8/maxfreq=22kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260903_selected_log_architecture,2025.06.18_0.3_3,maxfreq=3kHz,-8,2026-09-03T21:35:43,b7a267,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-8/maxfreq=3kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260903_selected_log_architecture,2025.06.18_0.3_3,maxfreq=5kHz,-8,2026-09-03T23:21:16,b7a267,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=-8/maxfreq=5kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260903_selected_log_architecture,2025.06.18_0.3_3,maxfreq=10kHz,0,2026-09-04T00:38:09,b7a267,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=0/maxfreq=10kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260903_selected_log_architecture,2025.06.18_0.3_3,maxfreq=15kHz,0,2026-09-04T02:27:09,b7a267,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=0/maxfreq=15kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260903_selected_log_architecture,2025.06.18_0.3_3,maxfreq=22kHz,0,2026-09-04T04:18:13,b7a267,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=0/maxfreq=22kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260903_selected_log_architecture,2025.06.18_0.3_3,maxfreq=3kHz,0,2026-09-03T21:05:45,b7a267,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=0/maxfreq=3kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260903_selected_log_architecture,2025.06.18_0.3_3,maxfreq=5kHz,0,2026-09-03T22:50:56,b7a267,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260903_selected_log_architecture/heatflux_reference_SNR=0/maxfreq=5kHz/e200_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260908_selected_log_architecture,2025.06.18_0.3_3,maxfreq=22kHz,no_noise,2026-09-08T23:02:36,a1c9c8,saved_metrics_present,False,False,True,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.06.18_0.3_3/regression_result/npy/ensemble/20260908_selected_log_architecture/heatflux_no_noise/maxfreq=22kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260902_selected_log_architecture,2025.07.09_0.3_1,maxfreq=10kHz,no_noise,2026-09-03T07:25:14,8aa701,legacy_chunk_metrics_only,False,False,False,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260902_selected_log_architecture/heatflux_no_noise/maxfreq=10kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260902_selected_log_architecture,2025.07.09_0.3_1,maxfreq=15kHz,no_noise,2026-09-03T09:10:48,8aa701,incomplete_at_snapshot,False,False,False,1,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260902_selected_log_architecture/heatflux_no_noise/maxfreq=15kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260902_selected_log_architecture,2025.07.09_0.3_1,maxfreq=3kHz,no_noise,2026-09-03T03:55:24,8aa701,legacy_chunk_metrics_only,False,False,False,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260902_selected_log_architecture/heatflux_no_noise/maxfreq=3kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260902_selected_log_architecture,2025.07.09_0.3_1,maxfreq=5kHz,no_noise,2026-09-03T05:40:09,8aa701,legacy_chunk_metrics_only,False,False,False,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260902_selected_log_architecture/heatflux_no_noise/maxfreq=5kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260902_selected_log_architecture,2025.07.09_0.3_1,maxfreq=10kHz,-12,2026-09-03T08:25:32,8aa701,legacy_chunk_metrics_only,False,False,False,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260902_selected_log_architecture/heatflux_reference_SNR=-12/maxfreq=10kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260902_selected_log_architecture,2025.07.09_0.3_1,maxfreq=3kHz,-12,2026-09-03T04:55:11,8aa701,legacy_chunk_metrics_only,False,False,False,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260902_selected_log_architecture/heatflux_reference_SNR=-12/maxfreq=3kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260902_selected_log_architecture,2025.07.09_0.3_1,maxfreq=5kHz,-12,2026-09-03T06:40:12,8aa701,legacy_chunk_metrics_only,False,False,False,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260902_selected_log_architecture/heatflux_reference_SNR=-12/maxfreq=5kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260902_selected_log_architecture,2025.07.09_0.3_1,maxfreq=10kHz,-16,2026-09-03T08:40:40,8aa701,legacy_chunk_metrics_only,False,False,False,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260902_selected_log_architecture/heatflux_reference_SNR=-16/maxfreq=10kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260902_selected_log_architecture,2025.07.09_0.3_1,maxfreq=3kHz,-16,2026-09-03T05:10:12,8aa701,legacy_chunk_metrics_only,False,False,False,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260902_selected_log_architecture/heatflux_reference_SNR=-16/maxfreq=3kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260902_selected_log_architecture,2025.07.09_0.3_1,maxfreq=5kHz,-16,2026-09-03T06:55:11,8aa701,legacy_chunk_metrics_only,False,False,False,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260902_selected_log_architecture/heatflux_reference_SNR=-16/maxfreq=5kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260902_selected_log_architecture,2025.07.09_0.3_1,maxfreq=10kHz,-20,2026-09-03T08:55:46,8aa701,legacy_chunk_metrics_only,False,False,False,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260902_selected_log_architecture/heatflux_reference_SNR=-20/maxfreq=10kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260902_selected_log_architecture,2025.07.09_0.3_1,maxfreq=3kHz,-20,2026-09-03T05:25:11,8aa701,legacy_chunk_metrics_only,False,False,False,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260902_selected_log_architecture/heatflux_reference_SNR=-20/maxfreq=3kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260902_selected_log_architecture,2025.07.09_0.3_1,maxfreq=5kHz,-20,2026-09-03T07:10:14,8aa701,legacy_chunk_metrics_only,False,False,False,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260902_selected_log_architecture/heatflux_reference_SNR=-20/maxfreq=5kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
20260902_selected_log_architecture,2025.07.09_0.3_1,maxfreq=10kHz,-4,2026-09-03T07:55:23,8aa701,legacy_chunk_metrics_only,False,False,False,3,Pool_boiling/Subcooling_20_degrees/0.3/2025.07.09_0.3_1/regression_result/npy/ensemble/20260902_selected_log_architecture/heatflux_reference_SNR=-4/maxfreq=10kHz/e300_active_rf-ctf-alex_ed198_rf-cnntf_v2__cmp/run_manifest.json
